序号,名称,挂牌时间,小区,区县,街区,街道,环路,总价,单价,面积,年代,户型,楼型,朝向,装修,URL
2770,万科汉口传奇中间楼层朝南三房两卫,2016-12-01,万科汉口传奇,江汉,杨汊湖,, 二至三环,200,20814,96.09,2015年建/塔楼,3室2厅,高楼层/共48层,南,其他,http://wh.lianjia.com/ershoufang/104100250889.html
2771,复地东湖国际一期3室2厅320万,2016-12-01,复地东湖国际一期,武昌,中北路,, 一至二环,320,32929,97.18,2010年建/板楼,3室2厅,低楼层/共33层,南,毛坯,http://wh.lianjia.com/ershoufang/104100250884.html
2772,半岛花园南北通透优质精装三房业主诚心出售。,2016-12-01,半岛花园,洪山,珞狮南路,, 一至二环,220,14570,151,2005年建/板楼,3室2厅,中楼层/共11层,南北,精装,http://wh.lianjia.com/ershoufang/104100250866.html
2773,泛海国际竹海园2室1厅290万,2016-12-01,泛海国际竹海园,江汉,复兴村,, 一至二环,290,29897,97,2015年建/板楼,2室1厅,低楼层/共33层,南,平层/其他,http://wh.lianjia.com/ershoufang/104100250863.html
2774,电梯精装两房明厨明卫徐东内环配套成熟,2016-12-01,汉飞滨江国际,洪山,徐东,, 二至三环,110,18849,58.36,2006年建/塔楼,2室2厅,低楼层/共33层,南,其他,http://wh.lianjia.com/ershoufang/104100250838.html
2775,江南家园3室2厅198万,2016-12-01,江南家园,洪山,民族大道,, ,198,17838,111,2002年建/板楼,3室2厅,低楼层/共6层,南北,其他,http://wh.lianjia.com/ershoufang/104100250835.html
2776,水果湖桃山村户型方正格局通透,2016-12-01,桃山村,武昌,水果湖,, 一至二环,420,30352,138.38,2006年建/板楼,3室2厅,低楼层/共23层,东南西,其他,http://wh.lianjia.com/ershoufang/104100250759.html
2777,泛海国际香海园通透四房诚心出售,2016-12-01,泛海国际香海园,江汉,范湖CBD,, 一至二环,780,32366,241,2016年建/板塔结合,4室2厅,中楼层/共32层,南北,平层/其他,http://wh.lianjia.com/ershoufang/104100250757.html
2778,关东康居园2室2厅110万,2016-12-01,关东康居园,洪山,珞喻东,, 三至四环,110,14011,78.51,2000年建/塔楼,2室2厅,中楼层/共8层,南北,其他,http://wh.lianjia.com/ershoufang/104100250750.html
2779,梅南山居4室1厅78万,2016-12-01,梅南山居,江夏,江夏其它,, ,78,7403,105.37,2008年建/板楼,4室1厅,低楼层/共6层,南北,其他,http://wh.lianjia.com/ershoufang/104100250732.html
2780,泛海国际香海园4室2厅780万,2016-12-01,泛海国际香海园,江汉,范湖CBD,, 一至二环,780,32366,241,2016年建/板塔结合,4室2厅,中楼层/共32层,南北,平层/其他,http://wh.lianjia.com/ershoufang/104100250727.html
2781,鸿泰佳园3室2厅198万,2016-12-01,鸿泰佳园,江汉,范湖CBD,, ,198,13326,148.59,2001年建/板楼,3室2厅,高楼层/共7层,南,其他,http://wh.lianjia.com/ershoufang/104100250723.html
2782,统建锦绣江南1室1厅165万,2016-12-01,统建锦绣江南,武昌,中北路,, 一至二环,165,27755,59.45,2008年建/板塔结合,1室1厅,中楼层/共32层,南,其他,http://wh.lianjia.com/ershoufang/104100250722.html
2783,国贸新都3室2厅167.28万,2016-12-01,国贸新都,江汉,武广万松园,, 一至二环,167.3,10000,167.28,2005年建/塔楼,3室2厅,低楼层/共29层,南,其他,http://wh.lianjia.com/ershoufang/104100250706.html
2784,国贸新都3室2厅177.99万,2016-12-01,国贸新都,江汉,武广万松园,, 一至二环,178,10000,177.99,2005年建/塔楼,3室2厅,低楼层/共29层,南,其他,http://wh.lianjia.com/ershoufang/104100250705.html
2785,国贸新都15室1厅185.21万,2016-12-01,国贸新都,江汉,武广万松园,, 一至二环,185.3,10000,185.21,2005年建/塔楼,15室1厅,低楼层/共29层,南,其他,http://wh.lianjia.com/ershoufang/104100250703.html
2786,宝安汉水琴台精装修三房诚心出售,2016-12-01,宝安汉水琴台,汉阳,琴台大道,, 一至二环,150,15709,95.49,2012年建/板楼,3室2厅,中楼层/共32层,南,平层/其他,http://wh.lianjia.com/ershoufang/104100250693.html
2787,龙阳1号精装三房朝南户型诚心出售,2016-11-30,龙阳1号,汉阳,龙阳大道,, 二至三环,156,17121,91.12,2013年建/板楼,3室1厅,高楼层/共33层,南,其他,http://wh.lianjia.com/ershoufang/104100250681.html
2788,锦绣龙城2室2厅116万,2016-11-30,锦绣龙城,洪山,中南财大,, 二至三环,116,13976,83,2009年建/塔楼,2室2厅,低楼层/共33层,西南,其他,http://wh.lianjia.com/ershoufang/104100250570.html
2789,298平平米独栋双层别墅，带一个花园和一个地面车库！,2016-11-30,纳帕溪谷,江夏,江夏其它,, 三至四环,700,24138,290,未知年建,4室2厅,独栋/共2层,东南西北,精装,http://wh.lianjia.com/ershoufang/104100250557.html
2790,胭脂山花园4室2厅280万,2016-11-30,胭脂山花园,武昌,螃蟹甲,, 二至三环,280,18265,153.3,2003年建/板楼,4室2厅,中楼层/共12层,南,简装,http://wh.lianjia.com/ershoufang/104100250457.html
2791,汉府上院4室2厅200万,2016-11-30,汉府上院,汉阳,十里铺,, 一至二环,200,15307,130.66,2014年建/板楼,4室2厅,低楼层/共29层,南北,精装,http://wh.lianjia.com/ershoufang/104100250446.html
2792,南北通透的事业开阔的顶楼复式地铁房,2016-11-30,东方花城,硚口,古田,, 二至三环,140,17145,81.66,2004年建/板楼,3室2厅,高楼层/共6层,南北,其他,http://wh.lianjia.com/ershoufang/104100250438.html
2793,台北一路宝岛公寓近鲩子湖公园,2016-11-30,宝岛公寓,江岸,台北香港路,, 一至二环,125,11911,104.95,1995年建/板楼,3室1厅,高楼层/共8层,南,其他,http://wh.lianjia.com/ershoufang/104100250392.html
2794,两证满二，精装三房，适合爱家的人,2016-11-30,南湖名都A区,洪山,新南湖,, 一至二环,160,16683,95.91,2009年建/塔楼,3室2厅,低楼层/共21层,南,精装,http://wh.lianjia.com/ershoufang/104100250377.html
2795,光谷东桃花源独门独户小户型采光好,2016-11-30,桃花源,江夏,江夏其它,, 三至四环,51,11866,42.98,未知年建/板楼,1室1厅,高楼层/共18层,南,简装,http://wh.lianjia.com/ershoufang/104100250367.html
2796,中建康城2室2厅166万,2016-11-30,中建康城,洪山,民族大道,, 二至三环,166,18172,91.35,2014年建/塔楼,2室2厅,高楼层/共33层,南,其他,http://wh.lianjia.com/ershoufang/104100250288.html
2797,毛坯三房自主装修南北通透采光充足舒适安静宜家宜居,2016-11-30,兴华嘉天下,洪山,沙湖,, 一环内,330,23803,138.64,2007年建/板塔结合,3室2厅,高楼层/共27层,南北,其他,http://wh.lianjia.com/ershoufang/104100250218.html
2798,常青二垸2室1厅89万,2016-11-30,常青二垸,江汉,杨汊湖,, 二至三环,89,13907,64,1992年建/板楼,2室1厅,低楼层/共7层,南,其他,http://wh.lianjia.com/ershoufang/104100250206.html
2799,福星城南区精装修两房两厅业主诚心出售，环境优美。,2016-11-30,福星城南区,江汉,长港路,, 二至三环,130,16939,76.75,2013年建/板楼,2室2厅,高楼层/共45层,东南,其他,http://wh.lianjia.com/ershoufang/104100250198.html
2800,高楼层配套齐全南北通透采光好,2016-11-30,徐清公寓,洪山,徐东,, 二至三环,105,12500,84,1999年建/板楼,2室1厅,高楼层/共7层,南北,其他,http://wh.lianjia.com/ershoufang/104100250188.html
2801,奥山商圈景观楼层精装三居室直接入住,2016-11-30,奥山世纪城CC尚品,青山,和平大道,, 二至三环,210,20110,104.43,2013年建/板塔结合,3室2厅,高楼层/共29层,南北,精装,http://wh.lianjia.com/ershoufang/104100250174.html
2802,宝安璞园二期1室1厅70万,2016-11-30,宝安璞园二期,洪山,新南湖,, 二至三环,70,19608,35.7,2008年建/塔楼,1室1厅,中楼层/共24层,南,其他,http://wh.lianjia.com/ershoufang/104100250166.html
2803,汉飞滨江国际2室2厅140万,2016-11-30,汉飞滨江国际,洪山,徐东,, 二至三环,140,19335,72.41,2006年建/塔楼,2室2厅,高楼层/共33层,西南,其他,http://wh.lianjia.com/ershoufang/104100250143.html
2804,两证满两年，南北通透，明厨明卫，采光充足，视野开阔,2016-11-30,统建锦绣江南,武昌,中北路,, 一至二环,348,27699,125.64,2008年建/板楼,3室2厅,高楼层/共18层,南北,其他,http://wh.lianjia.com/ershoufang/104100250078.html
2805,金地太阳城两室一厅市政供暖,2016-11-30,金地太阳城,洪山,关山大道,, 三至四环,135,18448,73.18,2004年建/板楼,2室1厅,高楼层/共11层,北,其他,http://wh.lianjia.com/ershoufang/104100250076.html
2806,朗诗绿色街区南北通透三房开发商统一装修,2016-11-30,朗诗,汉阳,龙阳大道,, 二至三环,255,18346,139,2013年建/板楼,3室2厅,中楼层/共29层,南北,其他,http://wh.lianjia.com/ershoufang/104100250065.html
2807,东立国际1室1厅78万,2016-11-30,东立国际,江岸,二七,, 一至二环,78,18136,43.01,2007年建/塔楼,1室1厅,低楼层/共19层,北,其他,http://wh.lianjia.com/ershoufang/104100250044.html
2808,沿江边小区房，对口小学，子女就学方便,2016-11-30,银河小区,硚口,宗关,, 一至二环,132,15231,86.67,2003年建/板楼,2室2厅,中楼层/共8层,南,简装,http://wh.lianjia.com/ershoufang/104100250036.html
2809,雅丰园电梯4房中等装修实用性强南北向通透,2016-11-30,雅丰园,硚口,古田,, ,164,11904,137.77,2006年建/塔楼,4室2厅,低楼层/共11层,南北,其他,http://wh.lianjia.com/ershoufang/104100250000.html
2810,此房为南北通透大五房，户型格局好，,2016-11-30,南湖半岛,洪山,小何西村,, 二至三环,372,16007,232.4,2014年建/板楼,5室2厅,低楼层/共32层,南北,其他,http://wh.lianjia.com/ershoufang/104100249988.html
2811,保利心语精装三房，中间楼层，可提包入住,2016-11-30,保利心语二期,洪山,珞狮南路,, 二至三环,198,16827,117.67,2007年建/塔楼,3室2厅,中楼层/共18层,南北,精装,http://wh.lianjia.com/ershoufang/104100249976.html
2812,武汉客厅商住两用房坐北朝南中高层采光好,2016-11-30,武汉客厅,东西湖,将军路,, 三至四环,55,10661,51.59,2014年建/塔楼,1室1厅,高楼层/共29层,南,平层/简装,http://wh.lianjia.com/ershoufang/104100249953.html
2813,南北通透三居室户型方正精装修,2016-11-30,武泰闸花园小区,洪山,武泰闸,, 二至三环,118,11684,101,1998年建/板楼,3室2厅,中楼层/共7层,南,其他,http://wh.lianjia.com/ershoufang/104100249951.html
2814,人信汉商银座1室0厅81万,2016-11-30,人信汉商银座,汉阳,钟家村,, 一至二环,81,18097,44.76,2009年建/塔楼,1室0厅,中楼层/共24层,北,其他,http://wh.lianjia.com/ershoufang/104100249940.html
2815,悦秀苑精装2房证满2年税费低诚心出售,2016-11-30,悦秀苑,江岸,百步亭,, 二至三环,105,15082,69.62,2008年建/塔楼,2室2厅,高楼层/共11层,南,其他,http://wh.lianjia.com/ershoufang/104100249937.html
2816,广电江湾新城毛坯两房带大露台楼层低适合老人小孩儿,2016-11-30,广电江湾新城,硚口,古田,, ,150,15514,96.69,2011年建/板楼,2室1厅,低楼层/共23层,南北,其他,http://wh.lianjia.com/ershoufang/104100249924.html
2817,泰然南湖玫瑰湾三期漂亮小三房20w装修目前自住急售,2016-11-30,泰然南湖玫瑰湾三期,洪山,珞狮南路,, 二至三环,180,17803,101.11,2011年建/板楼,3室2厅,高楼层/共33层,南,其他,http://wh.lianjia.com/ershoufang/104100249918.html
2818,米兰映象优质三房诚意出售随到随看,2016-11-30,米兰映象,洪山,鲁巷,, 二至三环,255,23314,109.38,2011年建/板楼,3室2厅,低楼层/共33层,南,其他,http://wh.lianjia.com/ershoufang/104100249904.html
2819,建桥新村214号2室1厅70万,2016-11-30,建桥新村214号,汉阳,钟家村,, 一至二环,70,12331,56.77,未知年建/板楼,2室1厅,中楼层/共6层,南北,其他,http://wh.lianjia.com/ershoufang/104100249888.html
2820,城市印象3室2厅200万,2016-11-30,城市印象,武昌,武昌火车站,, ,200,16461,121.5,2005年建/板塔结合,3室2厅,中楼层/共18层,东南,其他,http://wh.lianjia.com/ershoufang/104100249885.html
2821,中南路阜华领秀中南办公装修两房出售,2016-11-30,阜华领秀中南,武昌,中南丁字桥,, 一至二环,150,15790,95,2006年建/塔楼,2室1厅,中楼层/共27层,北,其他,http://wh.lianjia.com/ershoufang/104100249882.html
2822,友谊国际民用水电带天然气40.5平复式楼业主诚心售,2016-11-30,友谊国际D+公馆,武昌,积玉桥,, 一环内,100,24692,40.5,2014年建/塔楼,2室2厅,中楼层/共17层,南,平层/其他,http://wh.lianjia.com/ershoufang/104100249862.html
2823,万科金域华府2室2厅150万,2016-11-30,万科金域华府,武昌,徐东,, 一至二环,150,34091,44,2010年建/板楼,2室2厅,低楼层/共32层,南,精装,http://wh.lianjia.com/ershoufang/104100249856.html
2824,户型方正，采光充足，精致环保装修,2016-11-30,玲珑汇,洪山,华侨城,, ,62,11072,56,未知年建/塔楼,2室2厅,高楼层/共18层,北,精装,http://wh.lianjia.com/ershoufang/104100249783.html
2825,统建大江园北苑精装四房南北通透带院子,2016-11-30,统建大江园北园,江岸,竹叶山花桥,, 一至二环,330,20170,163.61,2005年建/塔楼,4室2厅,低楼层/共11层,南北,其他,http://wh.lianjia.com/ershoufang/104100249729.html
2826,统建大江园南苑2室2厅223万,2016-11-30,统建大江园南苑,江岸,竹叶山花桥,, ,223,23440,95.14,2005年建/板楼,2室2厅,低楼层/共18层,西南,其他,http://wh.lianjia.com/ershoufang/104100249664.html
2827,金叶国际精装修老证看房方便,2016-11-30,金叶国际,硚口,宗关,, 二至三环,73,14960,48.8,2004年建/塔楼,1室0厅,中楼层/共16层,南,其他,http://wh.lianjia.com/ershoufang/104100249661.html
2828,泛海国际樱海园简装两房看房方便,2016-11-30,泛海国际居住区樱海园,江汉,复兴村,, 一至二环,300,30218,99.28,2013年建/板楼,2室2厅,低楼层/共32层,东北,其他,http://wh.lianjia.com/ershoufang/104100249640.html
2829,奥山世纪城CC尚品2室2厅180万,2016-11-30,奥山世纪城CC尚品,青山,和平大道,, 二至三环,180,19239,93.56,2013年建/塔楼,2室2厅,高楼层/共30层,南,其他,http://wh.lianjia.com/ershoufang/104100249621.html
2830,保利香槟国际1室0厅70万,2016-11-30,保利香槟国际,硚口,宗关,, 二至三环,70,17074,41,2013年建/塔楼,1室0厅,中楼层/共29层,东南,其他,http://wh.lianjia.com/ershoufang/104100249608.html
2831,此房单价低，享受教育配套，出行方便。,2016-11-30,常青花园十四小区,东西湖,常青花园,, 三至四环,140,12174,115,2002年建/板楼,3室2厅,高楼层/共7层,西北,简装,http://wh.lianjia.com/ershoufang/104100249605.html
2832,简单装修，户型南北通透，楼层好。,2016-11-30,长春小区,江汉,长港路,, 一至二环,124,12008,103.27,2002年建/板楼,3室2厅,中楼层/共7层,南,其他,http://wh.lianjia.com/ershoufang/104100249594.html
2833,港台公寓4室2厅258万,2016-11-30,港台公寓,江岸,台北香港路,, 一环内,258,16213,159.14,2003年建/塔楼,4室2厅,高楼层/共12层,东,其他,http://wh.lianjia.com/ershoufang/104100249592.html
2834,光谷陆景苑3室2厅210万,2016-11-30,光谷陆景苑,洪山,流芳,, 二至三环,210,14826,141.65,2004年建/板塔结合,3室2厅,高楼层/共11层,南北,其他,http://wh.lianjia.com/ershoufang/104100249590.html
2835,阳光上城精装商品房已办证中高楼层,2016-11-30,阳光上城,洪山,老南湖,, 二至三环,135,17290,78.08,2014年建/塔楼,2室2厅,中楼层/共32层,南,其他,http://wh.lianjia.com/ershoufang/104100249584.html
2836,桂子花园二期3室2厅180万,2016-11-30,桂子花园二期,洪山,小何西村,, ,180,13534,133,2005年建/板楼,3室2厅,低楼层/共11层,西北,其他,http://wh.lianjia.com/ershoufang/104100249580.html
2837,东立国际高楼层73平两房东南向出售,2016-11-30,东立国际,江岸,二七,, 一至二环,130,17719,73.37,2007年建/塔楼,2室1厅,高楼层/共18层,南北,其他,http://wh.lianjia.com/ershoufang/104100249542.html
2838,南国大家装带装修的中间层复式看房方便诚意出售,2016-11-30,南国大家装江南店,洪山,街道口,, 二至三环,108,17705,61,2014年建/塔楼,3室1厅,中楼层/共22层,南,平层/精装,http://wh.lianjia.com/ershoufang/104100249513.html
2839,步行街香颂公馆精装三室二厅采光好大厨房家具家电齐全,2016-11-30,光谷智慧城,洪山,鲁巷,, 三至四环,156,18012,86.61,2002年建/塔楼,3室2厅,高楼层/共27层,东南,精装,http://wh.lianjia.com/ershoufang/104100249512.html
2840,此房通风采光好，精装修，交通便利，环境优美,2016-11-30,南湖雅园,洪山,珞狮南路,, 二至三环,250,19842,126,2002年建/塔楼,3室2厅,低楼层/共18层,南,其他,http://wh.lianjia.com/ershoufang/104100249501.html
2841,佛奥俊贤雅居三室两厅一厨一卫诚心出售,2016-11-29,佛奥俊贤雅居,江夏,光谷南,, 三至四环,170,18086,94,2013年建/板楼,3室2厅,中楼层/共22层,南北,精装,http://wh.lianjia.com/ershoufang/104100249481.html
2842,百步雅庭精装两房南北通透家具家电齐带私家花园,2016-11-29,百步雅庭,江岸,百步亭,, 二至三环,160,17713,90.33,2008年建/板楼,2室2厅,低楼层/共6层,南北,其他,http://wh.lianjia.com/ershoufang/104100249443.html
2843,人信汇商圈，地铁3号线和多条公交经过,2016-11-29,麦迪森广场,汉阳,龙阳大道,, 二至三环,50,11112,45,2013年建/塔楼,1室1厅,低楼层/共30层,北,其他,http://wh.lianjia.com/ershoufang/104100249421.html
2844,安六小区3室2厅172万,2016-11-29,安六小区,洪山,老南湖,, 一至二环,172,17040,100.94,2002年建/板楼,3室2厅,低楼层/共6层,南,其他,http://wh.lianjia.com/ershoufang/104100249418.html
2845,圣爱米伦一梯两户花园洋房两证满二40万精装修急售,2016-11-29,金地圣爱米伦,洪山,新南湖,, 二至三环,285,22855,124.7,2014年建/板楼,3室2厅,中楼层/共6层,南北,其他,http://wh.lianjia.com/ershoufang/104100249382.html
2846,南北通透大两房，两证满两年，纯毛坯,2016-11-29,城投瀚城,洪山,杨家湾,, 二至三环,200,19804,100.99,2012年建/板楼,2室2厅,低楼层/共32层,南,其他,http://wh.lianjia.com/ershoufang/104100249266.html
2847,汀香水榭6室3厅360万,2016-11-29,汀香水榭,东西湖,金银湖,, 二至三环,360,15653,230,2004年建,6室3厅,联排/共3层,南,其他,http://wh.lianjia.com/ershoufang/104100249235.html
2848,芭比伦堡精装小三房诚心出售！,2016-11-29,芭比伦堡,洪山,民族大道,, 二至三环,145,15659,92.6,2008年建/板楼,3室2厅,低楼层/共11层,南北,其他,http://wh.lianjia.com/ershoufang/104100249234.html
2849,蓝湾俊园，通透三房，闹中取静，交通便利,2016-11-29,蓝湾俊园,武昌,积玉桥,, 三至四环,390,25935,150.38,2002年建/板楼,3室2厅,低楼层/共18层,南,精装,http://wh.lianjia.com/ershoufang/104100249172.html
2850,环境优美，近地铁口，婚装三房直接入住,2016-11-29,新华西美林公馆,江汉,西北湖,, 一至二环,300,24241,123.76,2008年建/塔楼,3室2厅,中楼层/共28层,南,精装,http://wh.lianjia.com/ershoufang/104100249163.html
2851,统建锦绣江南2室2厅285万,2016-11-29,统建锦绣江南,武昌,中北路,, 一至二环,285,29440,96.81,2008年建/板楼,2室2厅,高楼层/共18层,南北,其他,http://wh.lianjia.com/ershoufang/104100249141.html
2852,成功花园A区4室2厅205万,2016-11-29,成功花园A区,洪山,新南湖,, 一至二环,205,13696,149.68,2002年建/塔楼,4室2厅,高楼层/共7层,南北,其他,http://wh.lianjia.com/ershoufang/104100249140.html
2853,南北通透，视野宽阔，采光好，税费低,2016-11-29,常青花园十四小区,东西湖,常青花园,, 三至四环,400,14636,273.3,2002年建/板楼,7室2厅,高楼层/共5层,南北,其他,http://wh.lianjia.com/ershoufang/104100249137.html
2854,都市桃源3室2厅290万,2016-11-29,都市桃源,洪山,老南湖,, 二至三环,290,17366,167,2005年建/板楼,3室2厅,高楼层/共6层,南北,精装,http://wh.lianjia.com/ershoufang/104100249101.html
2855,水岸星城2室1厅280万,2016-11-29,水岸星城,洪山,沙湖,, 二至三环,280,29013,96.51,2008年建/板楼,2室1厅,高楼层/共26层,南,其他,http://wh.lianjia.com/ershoufang/104100249081.html
2856,银湖翡翠三期3室2厅225万,2016-11-29,银湖翡翠三期,东西湖,金银湖,, ,225,16774,134.14,2014年建/板楼,3室2厅,高楼层/共28层,南,其他,http://wh.lianjia.com/ershoufang/104100249066.html
2857,泛海国际兰海园南北通秀采光充足交通方便,2016-11-29,泛海国际兰海园,江汉,复兴村,, 一至二环,1055,36891,285.98,2016年建/板楼,4室3厅,中楼层/共32层,南北,平层/其他,http://wh.lianjia.com/ershoufang/104100249057.html
2858,怡康苑北区精装修大三房错层式结构楼层好,2016-11-29,怡康苑北区,江岸,百步亭,, 二至三环,180,14066,127.97,2003年建/板楼,3室2厅,中楼层/共6层,南北,其他,http://wh.lianjia.com/ershoufang/104100249047.html
2859,正规一室一厅户型闹中取静出行方便,2016-11-29,爱家皇家公馆,洪山,徐东,, 一至二环,100,19231,52,2001年建/板楼,1室1厅,高楼层/共24层,北,其他,http://wh.lianjia.com/ershoufang/104100248996.html
2860,澜桥康城89.44平5居120万南北通透,2016-11-29,澜桥康城,黄陂,黄陂其它,, 三至四环,120,13417,89.44,未知年建/板楼,5室2厅,高楼层/共5层,南北,精装,http://wh.lianjia.com/ershoufang/104100248991.html
2861,军威苑小区2室2厅110万,2016-11-29,军威苑小区,洪山,老南湖,, 二至三环,110,12911,85.2,2010年建/板楼,2室2厅,高楼层/共19层,南,其他,http://wh.lianjia.com/ershoufang/104100248989.html
2862,光谷鲁磨路联峰广场写字楼交通便利,2016-11-29,联峰广场,洪山,华科大,, 二至三环,65,7711,84.3,2004年建/塔楼,1室2厅,中楼层/共16层,西,其他,http://wh.lianjia.com/ershoufang/104100248954.html
2863,新世界恒大华府精装两房！看房方便！,2016-11-29,新世界恒大华府,洪山,珞喻东,, 二至三环,200,21053,95,2012年建/板楼,2室2厅,低楼层/共30层,南,精装,http://wh.lianjia.com/ershoufang/104100248942.html
2864,北环路小区3室2厅285万,2016-11-29,北环路小区,武昌,水果湖,, 一至二环,285,26946,105.77,1992年建/板楼,3室2厅,高楼层/共5层,南,其他,http://wh.lianjia.com/ershoufang/104100248937.html
2865,翡翠城带装修大三房两证两年无增值税,2016-11-29,翡翠城,洪山,体院虎泉,, 二至三环,200,15256,131.1,2006年建/板楼,3室1厅,中楼层/共30层,南,其他,http://wh.lianjia.com/ershoufang/104100248928.html
2866,航天双城拎包入住44平53万,2016-11-29,航天双城,江岸,二七,, 一至二环,53,12046,44,2009年建/塔楼,1室0厅,中楼层/共28层,北,其他,http://wh.lianjia.com/ershoufang/104100248908.html
2867,菱角湖万达广场A区2室2厅178万,2016-11-29,菱角湖万达广场A区,江汉,唐家墩,, 一至二环,178,18937,94,2010年建/塔楼,2室2厅,中楼层/共27层,南西,简装,http://wh.lianjia.com/ershoufang/104100248902.html
2868,此房老证全明格局楼层好采光视野佳,2016-11-29,黄家墩,江岸,黄埔永清,, 一至二环,100,16415,60.92,未知年建/板楼,2室1厅,中楼层/共8层,东北,其他,http://wh.lianjia.com/ershoufang/104100248900.html
2869,宇济花园4室1厅340万,2016-11-29,宇济花园,江汉,西北湖,, 一至二环,340,19884,171,2003年建/板楼,4室1厅,低楼层/共13层,南北,其他,http://wh.lianjia.com/ershoufang/104100248863.html
2870,东立国际精装婚房两证满两年房东急售,2016-11-29,东立国际,江岸,二七,, 一至二环,80,19513,41,2007年建/塔楼,1室1厅,高楼层/共18层,北,其他,http://wh.lianjia.com/ershoufang/104100248794.html
2871,小区环境好，配套齐全。中间楼层，视野开阔。,2016-11-29,保利公园九里,洪山,老南湖,, 二至三环,200,18808,106.34,2013年建/板楼,3室2厅,中楼层/共34层,南北,其他,http://wh.lianjia.com/ershoufang/104100248775.html
2872,幸福时代三期3室2厅205万,2016-11-29,幸福时代三期,江岸,百步亭,, 二至三环,205,16944,120.99,2015年建/塔楼,3室2厅,高楼层/共32层,南北,其他,http://wh.lianjia.com/ershoufang/104100248768.html
2873,朝南看花园，婚房装修，两证两年,2016-11-29,爱家国际华城,洪山,徐东,, 一至二环,205,21135,97,2010年建/板塔结合,2室2厅,低楼层/共26层,南,精装,http://wh.lianjia.com/ershoufang/104100248767.html
2874,1-0-1-160.00m²90万,2016-11-29,橙果,洪山,新南湖,, ,81,13500,60,2014年建/塔楼,1室1厅,中楼层/共30层,南,其他,http://wh.lianjia.com/ershoufang/104100248727.html
2875,锦绣龙城毛坯三房不临三环诚心出售,2016-11-29,锦绣龙城,洪山,中南财大,, 二至三环,172,14494,118.67,2009年建/塔楼,3室2厅,中楼层/共11层,南北,其他,http://wh.lianjia.com/ershoufang/104100248699.html
2876,保利蓝海郡3室2厅218万,2016-11-29,保利蓝海郡,洪山,杨家湾,, 二至三环,218,18475,118,2012年建/板楼,3室2厅,低楼层/共34层,南北,其他,http://wh.lianjia.com/ershoufang/104100248684.html
2877,富康花园正规大两房户型通透采光佳保养好随时看,2016-11-29,富康花园,江汉,杨汊湖,, 二至三环,110,10723,102.59,2000年建/板楼,4室2厅,高楼层/共8层,南北,其他,http://wh.lianjia.com/ershoufang/104100248675.html
2878,此房中间偏上楼层+精装两房+两个卧室都带阳台,2016-11-29,迎宾家园,洪山,流芳,, 三至四环,130,14391,90.34,2011年建/板塔结合,2室2厅,中楼层/共11层,南,其他,http://wh.lianjia.com/ershoufang/104100248620.html
2879,橡树湾一期3室2厅350万,2016-11-29,橡树湾一期,武昌,徐东,, 一至二环,350,28456,123,2013年建/板塔结合,3室2厅,中楼层/共33层,南北,其他,http://wh.lianjia.com/ershoufang/104100248615.html
2880,纯水岸东湖天屿一期2室2厅436万,2016-11-29,纯水岸东湖天屿一期,洪山,华侨城,, 二至三环,436,30490,143,2015年建/塔楼,2室2厅,高楼层/共45层,南北,其他,http://wh.lianjia.com/ershoufang/104100248604.html
2881,世茂二期精装南北通透两房，中间楼层！,2016-11-29,世茂锦绣长江二期,汉阳,钟家村,, 一至二环,218,20962,104,2009年建/塔楼,2室2厅,低楼层/共32层,南北,精装,http://wh.lianjia.com/ershoufang/104100248602.html
2882,光谷鲁巷地铁口加州阳光精装三房两证五年,2016-11-29,加州阳光,洪山,鲁巷,, 二至三环,248,24555,101,2010年建/板楼,3室2厅,中楼层/共32层,南西南,精装,http://wh.lianjia.com/ershoufang/104100248594.html
2883,当代国际花园铂公馆3室2厅175万,2016-11-29,当代国际花园铂公馆,洪山,关山大道,, 二至三环,175,18705,93.56,2015年建/板楼,3室2厅,低楼层/共32层,西北,平层/精装,http://wh.lianjia.com/ershoufang/104100248590.html
2884,保利香槟国际毛坯房采光充足交通便利,2016-11-29,保利香槟国际,硚口,宗关,, 二至三环,260,22034,118,2013年建/塔楼,4室2厅,高楼层/共34层,南北,其他,http://wh.lianjia.com/ershoufang/104100248537.html
2885,香港路6号地铁线浅水湾电梯三房,2016-11-29,香港路浅水湾,江汉,唐家墩,, 一至二环,200,16944,118.04,2006年建/板楼,3室2厅,高楼层/共25层,南,其他,http://wh.lianjia.com/ershoufang/104100248522.html
2886,玫瑰苑G区3室2厅145万,2016-11-29,玫瑰苑G区,汉阳,王家湾,, 二至三环,145,10508,138,未知年建/板楼,3室2厅,低楼层/共7层,南,其他,http://wh.lianjia.com/ershoufang/104100248506.html
2887,宝安花园3室2厅162万,2016-11-29,宝安花园,洪山,老南湖,, 一至二环,162,16966,95.49,2003年建/板楼,3室2厅,中楼层/共6层,南北,简装,http://wh.lianjia.com/ershoufang/104100248452.html
2888,保利海上五月花一期精装三房南北通透看房方便,2016-11-29,保利海上五月花一期,江夏,江夏其它,, 三至四环,115,13275,86.63,2013年建/板楼,3室2厅,低楼层/共24层,南北,其他,http://wh.lianjia.com/ershoufang/104100248447.html
